title,price,location,beds,baths,area,url,property_type,purpose,creation_date
One Kanal Lash Green Lawn + One Kanal Ultra-Modern Design Most Beautiful Full Basement Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid Jalal Sons & Commercial Market,17.9 Crore,"DHA Phase 5 - Block H, DHA Phase 5",6,7,2 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_h_one_kanal_lash_green_lawn_one_kanal_ultra-modern_design_most_beautiful_full_basement_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_jalal_sons_commercial_market-54389300-1605-1.html,House,For Sale,2 days ago
TOP LOCATION RENOVATED 2 KANAL ELEGANT AND FULLY MAINTAINED SUPER HOT LOCATED BUNGALOW IS AVAILABLE IN THE BEST BLOCK OF DHA LAHORE.,15.75 Crore,"DHA Phase 2, DHA Defence",6,7,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_2_top_location_renovated_2_kanal_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54346329-1444-1.html,House,For Sale,2 days ago
TOP LOCATION WITH SUPERB VIEWS IN LAHORE AND TOP OPPORTUNITY,4.5 Crore,"Penta Square By DHA Lahore, DHA Phase 5",3,3,8 Marla,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_top_location_with_superb_views_in_lahore_and_top_opportunity-54284069-11845-1.html,Flat,For Sale,2 days ago
1 KANAL ULTRA MODERN SUPER LUXURY STYLISH BUNGALOW FOR SALE NEAR DEFENCE RAYA REASONABLE PRICE,8 Crore,"DHA Phase 7 - Block R, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_r_1_kanal_ultra_modern_super_luxury_stylish_bungalow_for_sale_near_defence_raya_reasonable_price-53942647-1625-1.html,House,For Sale,2 days ago
"Brand New 5 Marla House For Sale | Prime Location DHA Phase 9 Town, Lahore",2.52 Crore,"DHA 9 Town, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_brand_new_5_marla_house_for_sale_prime_location_dha_phase_9_town_lahore-53717432-1452-1.html,House,For Sale,2 days ago
"10 Marla Brand New Luxury House for Sale, Prime Location, Affordable Price",3.76 Crore,"LDA Avenue - Block J, LDA Avenue",5,5,10 Marla,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_j_10_marla_brand_new_luxury_house_for_sale_prime_location_affordable_price-54357648-8167-1.html,House,For Sale,2 days ago
5 Marla 2400 Sqft Covered Area Brand New House In Lake City M6 | Modern Design | Move-In Ready,3.45 Crore,"Lake City - Sector M-6, Lake City",4,4,5 Marla,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-6_5_marla_2400_sqft_covered_area_brand_new_house_in_lake_city_m6_modern_design_move-in_ready-54142787-4008-1.html,House,For Sale,2 days ago
Luxury TownHouses On Easy Intallment Plan at Most Demanding Location of Lahore Pine Avenue Lahore,99 Lakh,"Union Town - Block B, Union Town",2,2,5 Marla,https://www.zameen.com/Property/union_town_union_town_-_block_b_luxury_townhouses_on_easy_intallment_plan_at_most_demanding_location_of_lahore_pine_avenue_lahore-54446190-22382-1.html,House,For Sale,2 days ago
01 Kanal Full Furnished Reasonable Deal In Dha Phase 7 Block Y,9.5 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_01_kanal_full_furnished_reasonable_deal_in_dha_phase_7_block_y-54438991-1632-1.html,House,For Sale,10 hours ago
01 KANAL SALARY PERSON HOUSE IN DHA LAHORE PHASE 7,8.8 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_01_kanal_salary_person_house_in_dha_lahore_phase_7-54438945-1450-1.html,House,For Sale,10 hours ago
1Kanal Luxuer Most House For Sale DHA Phase 1,6.75 Crore,"DHA Phase 1, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_1_1kanal_luxuer_most_house_for_sale_dha_phase_1-54367485-1442-1.html,House,For Sale,9 hours ago
"1 Kanal Proper Double Unit House Is Available For Sale In Prime Location Of DHA Phase 3 Block X, Ideally Next To Corner Perfect For Large Families Or Strong Rental Investment",7.5 Crore,"DHA Phase 3, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_3_1_kanal_proper_double_unit_house_is_available_for_sale_in_prime_location_of_dha_phase_3_block_x_ideally_next_to_corner_perfect_for_large_families_or_strong_rental_investment-54420154-1454-1.html,House,For Sale,9 hours ago
Zameen Hive Gulberg III Studio & 1 Bed Apartments | 15% Cashback + 15% Discount Offer,1.74 Crore,"Zameen Hive, Gulberg 3",N/A,1,1.7 Marla,https://www.zameen.com/Property/gulberg_3_zameen_hive_zameen_hive_gulberg_iii_studio_1_bed_apartments_15_cashback_15_discount_offer-54150981-22559-1.html,Flat,For Sale,9 hours ago
Luxury 1BHK Apartments For Sale In Gulberg Lahore MM Alam Road Prime Location,2.28 Crore,"Swiss Mall Gulberg, MM Alam Road",1,1,2.6 Marla,https://www.zameen.com/Property/mm_alam_road_swiss_mall_gulberg_luxury_1bhk_apartments_for_sale_in_gulberg_lahore_mm_alam_road_prime_location-54142738-19464-1.html,Flat,For Sale,9 hours ago
Luxury Fully Furnished 5 Marla Town House on Installments Raiwind Road (Next to Lake City) Icon Valley Phase 2,81.74 Lakh,"Icon Valley Phase 2, Raiwind Road",2,2,4 Marla,https://www.zameen.com/Property/raiwind_road_icon_valley_phase_2_luxury_fully_furnished_5_marla_town_house_on_installments_raiwind_road_next_to_lake_city_icon_valley_phase_2-54146449-12610-1.html,House,For Sale,9 hours ago
10.88 Marla Brand New Ultr Luxury Modren House For Sale In Sector C Gulbhar Block Bahria Town Lahore,6.5 Crore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",5,6,10.9 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_10_88_marla_brand_new_ultr_luxury_modren_house_for_sale_in_sector_c_gulbhar_block_bahria_town_lahore-54401715-1793-1.html,House,For Sale,8 hours ago
5 Marla Brand New Ultra Luxury Modren Fully Furnshied House For Sale In Sector D BB Block Very Hot Location Bahria Town Lahore,2.8 Crore,"Bahria Town - Block BB, Bahria Town - Sector D",3,5,5 Marla,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_bb_5_marla_brand_new_ultra_luxury_modren_fully_furnshied_house_for_sale_in_sector_d_bb_block_very_hot_location_bahria_town_lahore-54419539-1798-1.html,House,For Sale,8 hours ago
Beautiful House In DHA Phase 9 Town A Block,4.25 Crore,"DHA 9 Town - Block A, DHA 9 Town",3,4,8 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_beautiful_house_in_dha_phase_9_town_a_block-54287444-8173-1.html,House,For Sale,8 hours ago
5 Marla Brand New Ultra Luxury Designer Daball Hightided Lubby key sath House For Sale In Sector F Shershah Block Bahria Town Lahore,3.3 Crore,"Bahria Town - Shershah Block, Bahria Town - Sector F",3,5,5 Marla,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_shershah_block_5_marla_brand_new_ultra_luxury_designer_daball_hightided_lubby_key_sath_house_for_sale_in_sector_f_shershah_block_bahria_town_lahore-54427026-8397-1.html,House,For Sale,8 hours ago
10.88 Marla brand new ultra luxury Modren house for sale in sector f Bahria town Lahore,4.5 Crore,"Bahria Town - Sector F, Bahria Town",7,7,10.9 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_10_88_marla_brand_new_ultra_luxury_modren_house_for_sale_in_sector_f_bahria_town_lahore-54436919-3097-1.html,House,For Sale,8 hours ago
10 Marla brand new ultra luxury Modren house for sale in sector f Bahria town Lahore johar block,4.5 Crore,"Bahria Town - Johar Block, Bahria Town - Sector E",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_10_marla_brand_new_ultra_luxury_modren_house_for_sale_in_sector_f_bahria_town_lahore_johar_block-54436966-1809-1.html,House,For Sale,8 hours ago
11.88 Marla Corner Brand New Ultra luxury Modren House For Sale in sector B Bahria Town Lahore,6 Crore,"Bahria Town - Sector B, Bahria Town",5,6,11.9 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_11_88_marla_corner_brand_new_ultra_luxury_modren_house_for_sale_in_sector_b_bahria_town_lahore-54436984-1772-1.html,House,For Sale,8 hours ago
1 Kanal Brand New Ultra-Modern Luxury House For Sale In DHA Phase 8 - Prime Location Opposite Dolmen Mall,13.75 Crore,"DHA Phase 8, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_8_1_kanal_brand_new_ultra-modern_luxury_house_for_sale_in_dha_phase_8_-_prime_location_opposite_dolmen_mall-54442646-1451-1.html,House,For Sale,8 hours ago
"CLASSIC 1 KANAL HOME WITH POOL, GYM & ROOFTOP ON MAIN ROAD PHASE 8",24.75 Crore,"DHA Phase 8, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_8_classic_1_kanal_home_with_pool_gym_rooftop_on_main_road_phase_8-54196432-1451-1.html,House,For Sale,2 days ago
1-KANAL ELEGANT AND BRAND NEW SUPER HOT LOCATED BUNGALOW IS AVAILABLE IN THE BEST BLOCK OF DHA LAHORE.,10 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1-kanal_elegant_and_brand_new_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54184275-1450-1.html,House,For Sale,2 days ago
PHASE 5 10-MARLA BUNGALOW IS AVAILABLE FOR SALE,5.75 Crore,"DHA Phase 5, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_5_phase_5_10-marla_bungalow_is_available_for_sale-54179370-1447-1.html,House,For Sale,2 days ago
PHASE 6 1-KANAL BRAND NEW FULL FURNISHED BUNGALOW FOR SALE ON TOP LOCATION,15.25 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_phase_6_1-kanal_brand_new_full_furnished_bungalow_for_sale_on_top_location-54179377-1448-1.html,House,For Sale,2 days ago
PHASE 5 2-KANAL OWNER BUILD SPANISH DESIGN BUNGALOW NEAR JALAL SONS FOR SALE,26 Crore,"DHA Phase 5, DHA Defence",7,7,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_phase_5_2-kanal_owner_build_spanish_design_bungalow_near_jalal_sons_for_sale-54179363-1447-1.html,House,For Sale,2 days ago
Get This Amazing Prime Location 3 Marla House Available In Al Hussain Villas,75 Lakh,"Al Hussain Villas, Lahore",1,1,3 Marla,https://www.zameen.com/Property/lahore_al_hussain_villas_get_this_amazing_prime_location_3_marla_house_available_in_al_hussain_villas-54438343-21710-1.html,House,For Sale,2 days ago
Fair-Priced 5 Marla House Available In Nasheman-e-Iqbal Phase 2,2.1 Crore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",4,4,5 Marla,https://www.zameen.com/Property/nasheman_e_iqbal_nasheman-e-iqbal_phase_2_fair-priced_5_marla_house_available_in_nasheman-e-iqbal_phase_2-54396644-4071-1.html,House,For Sale,2 days ago
10 Marla House For Sale In Paragon City Lahore,4.25 Crore,"Paragon City, Lahore",5,6,10 Marla,https://www.zameen.com/Property/lahore_paragon_city_10_marla_house_for_sale_in_paragon_city_lahore-50901746-1014-1.html,House,For Sale,2 days ago
REJISTRY INTIQAL BEAUTIFUL HOUSE FOR SALE AVAILABLE,2.3 Crore,"Green City, Lahore",3,4,5 Marla,https://www.zameen.com/Property/lahore_green_city_rejistry_intiqal_beautiful_house_for_sale_available-54298718-1012-1.html,House,For Sale,2 days ago
"5 Marla Brand New Double Story House For Sale Sabzazar Scheme, Block H",3.15 Crore,"Sabzazar Scheme - Block H, Sabzazar Scheme",5,5,5 Marla,https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_-_block_h_5_marla_brand_new_double_story_house_for_sale_sabzazar_scheme_block_h-54445965-4171-1.html,House,For Sale,2 days ago
One Kanal Low Budget House DHA Phase 7 Semi Furnished,8.5 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_one_kanal_low_budget_house_dha_phase_7_semi_furnished-54438815-1450-1.html,House,For Sale,10 hours ago
ONE KANAL FRIENDLY BUGDET HOUSE IN DHA PHASE 7,9 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_one_kanal_friendly_bugdet_house_in_dha_phase_7-54438782-1450-1.html,House,For Sale,10 hours ago
1Kanal Most Luxury House Available For Sale DHA Phase 4,7.1 Crore,"DHA Phase 4, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_4_1kanal_most_luxury_house_available_for_sale_dha_phase_4-54153028-1446-1.html,House,For Sale,9 hours ago
Marbella Drive Residency Luxury Studio and 1 BHK Apartments Starting from Affordable Monthly Installments Near Lake City and Adda Plot,69.87 Lakh,"Marbella Drive Residency, Raiwind Road",N/A,1,1.8 Marla,https://www.zameen.com/Property/raiwind_road_marbella_drive_residency_marbella_drive_residency_luxury_studio_and_1_bhk_apartments_starting_from_affordable_monthly_installments_near_lake_city_and_adda_plot-54184233-22560-1.html,Flat,For Sale,10 hours ago
Defence 1 Kanal Used Well Maintained Owner Build Bungalow Cheapest Price,6.5 Crore,"DHA Phase 4, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_4_defence_1_kanal_used_well_maintained_owner_build_bungalow_cheapest_price-54420266-1446-1.html,House,For Sale,10 hours ago
"Luxury 4-Bedroom Designer House with Basement, Open Terrace & 5kVA Solar | Premium Family Living",3.25 Crore,"DHA 9 Town - Block D, DHA 9 Town",5,4,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_d_luxury_4-bedroom_designer_house_with_basement_open_terrace_5kva_solar_premium_family_living-54429616-8176-1.html,House,For Sale,10 hours ago
1 KANAL LUXURY FURNISHED HOUSE ORIGINAL PICS AND AVAILABLE,9 Crore,"DHA Phase 6, DHA Defence",5,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_luxury_furnished_house_original_pics_and_available-54187684-1448-1.html,House,For Sale,10 hours ago
1 Kanal Brand New Ultra-Modern Luxury House For Sale In DHA Phase 8 - Prime Location Opposite Dolmen Mall,13.75 Crore,"DHA Phase 8, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_8_1_kanal_brand_new_ultra-modern_luxury_house_for_sale_in_dha_phase_8_-_prime_location_opposite_dolmen_mall-54442646-1451-1.html,House,For Sale,8 hours ago
1 KANAL BRAND NEW ULTRA MODERN DESIGNED BUNGALOW WITH BASEMENT FOR SALE TOP LOCATION IN DHA PHASE 6,10.35 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_brand_new_ultra_modern_designed_bungalow_with_basement_for_sale_top_location_in_dha_phase_6-52646080-1448-1.html,House,For Sale,8 hours ago
20 Marla Top Quality Build Luxurious Beautiful Modern Design Villa Full Furnished Full Basement 15 Kv Solar Installed For Sale In DHA Lahore Phase 6 Prime Location,8.25 Crore,"DHA Phase 6 - Block G, DHA Phase 6",6,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_g_20_marla_top_quality_build_luxurious_beautiful_modern_design_villa_full_furnished_full_basement_15_kv_solar_installed_for_sale_in_dha_lahore_phase_6_prime_location-52659351-1616-1.html,House,For Sale,8 hours ago
1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Sami Furnished With Basement For Sale In DHA Lahore Phase 7 Prime Location,7.45 Crore,"DHA Phase 7 - Block T, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_t_1_kanal_top_quality_build_luxurious_beautiful_ultra_modern_design_villa_sami_furnished_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52661611-1627-1.html,House,For Sale,8 hours ago
1 Kanal Top Quality Build Luxurious Beautiful Spanish Design Villa Full Furnished With Basement For Sale In DHA Lahore Phase 7 Prime Location,7.32 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_1_kanal_top_quality_build_luxurious_beautiful_spanish_design_villa_full_furnished_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52661869-1632-1.html,House,For Sale,8 hours ago
"1 Kanal Ultra-Modern Luxury House for Sale - Phase 7, DHAore",9 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_ultra-modern_luxury_house_for_sale_-_phase_7_dhaore-54452422-1450-1.html,House,For Sale,8 hours ago
1 Kanal Brand New Luxury Modern Fully Furnished House With 2 Servant Room With Basement And 15 KV Solar Installed In K Block Phase 5 DHA Lahore,11.25 Crore,"DHA Phase 5 - Block B, DHA Phase 5",6,6,1 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_b_1_kanal_brand_new_luxury_modern_fully_furnished_house_with_2_servant_room_with_basement_and_15_kv_solar_installed_in_k_block_phase_5_dha_lahore-52770524-1599-1.html,House,For Sale,8 hours ago
30 Marla Top Quality Build Luxurious Beautiful Modern Design Villa Full Furnished With Basement 15 Kv Solar Installed For Sale In DHA Lahore Phase 7 Prime Location,11.65 Crore,"DHA Phase 7, DHA Defence",6,6,1.5 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_30_marla_top_quality_build_luxurious_beautiful_modern_design_villa_full_furnished_with_basement_15_kv_solar_installed_for_sale_in_dha_lahore_phase_7_prime_location-52658854-1450-1.html,House,For Sale,8 hours ago
BRAND NEW 1-KANAL ELEGANT AND SUPER HOT LOCATED BUNGALOW IS AVAILABLE IN THE BEST BLOCK OF DHA LAHORE,9.7 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_brand_new_1-kanal_elegant_and_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore-54176238-1450-1.html,House,For Sale,2 days ago
20 MARLA ELEGANT AND FULLY MAINTAINED SUPER HOT LOCATED FULL FURNISHED BUNGALOW IS AVAILABLE IN THE BEST BLOCK OF DHA LAHORE.,12.9 Crore,"DHA Phase 6 - Block L, DHA Phase 6",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_20_marla_elegant_and_fully_maintained_super_hot_located_full_furnished_bungalow_is_available_in_the_best_block_of_dha_lahore-54176200-1620-1.html,House,For Sale,2 days ago
2 KANAL ELEGANT SUPER HOT LOCATED BUNGALOW IS AVAILABLE IN THE BEST BLOCK OF DHA LAHORE | FAISAL RASUL DESIGN & FULLY FURNISHED,57 Crore,"DHA Phase 6, DHA Defence",6,7,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_2_kanal_elegant_super_hot_located_bungalow_is_available_in_the_best_block_of_dha_lahore_faisal_rasul_design_fully_furnished-53723309-1448-1.html,House,For Sale,2 days ago
2 Kanal Brand New Luxury Ultra Modern Design Most Beautiful Full Basement Fully Furnished Home Theater Swimming Pool Gym Lift Roof Top Garden Bungalow For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Defence Raya Fairways Commercial,38 Crore,"DHA Phase 6 - Block L, DHA Phase 6",6,7,2 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_2_kanal_brand_new_luxury_ultra_modern_design_most_beautiful_full_basement_fully_furnished_home_theater_swimming_pool_gym_lift_roof_top_garden_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_defence_raya_fairways_commercial-52112035-1620-1.html,House,For Sale,2 days ago
"7 Marla House For Sale DHA Phase 8, Y Block",4.9 Crore,"DHA Phase 8, DHA Defence",4,5,7 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_8_7_marla_house_for_sale_dha_phase_8_y_block-54351452-1451-1.html,House,For Sale,2 days ago
BEATUFUL HOUSE FOR SALE AVAILABLE,4.4 Crore,"Paragon City, Lahore",4,5,12 Marla,https://www.zameen.com/Property/lahore_paragon_city_beatuful_house_for_sale_available-54298230-1014-1.html,House,For Sale,2 days ago
TASK EST OFFER 1 Kanal Brand New FULL FURNISHED Designer House Near RAYA For Sale In Phase 6 DHA,12.5 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_task_est_offer_1_kanal_brand_new_full_furnished_designer_house_near_raya_for_sale_in_phase_6_dha-54146730-1448-1.html,House,For Sale,2 days ago
